Source,Target,Type,Id,Label,timeset,Weight
n0 , n9,Undirected,0,,,2
n0 , n54,Undirected,1,,,2
n0 , n95,Undirected,2,,,2
n0 , n81,Undirected,3,,,2
n0 , n65,Undirected,4,,,2
n0 , n92,Undirected,5,,,2
n0 , n60,Undirected,6,,,2
n0 , n78,Undirected,7,,,2
n0 , n42,Undirected,8,,,2
n0 , n45,Undirected,9,,,2
n0 , n12,Undirected,10,,,2
n0 , n67,Undirected,11,,,2
n0 , n10,Undirected,12,,,2
n0 , n50,Undirected,13,,,2
n0 , n96,Undirected,14,,,2
n0 , n83,Undirected,15,,,2
n0 , n30,Undirected,16,,,2
n0 , n37,Undirected,17,,,2
n0 , n38,Undirected,18,,,2
n0 , n94,Undirected,19,,,2
n0 , n48,Undirected,20,,,2
n0 , n85,Undirected,21,,,2
n0 , n11,Undirected,22,,,2
n0 , n77,Undirected,23,,,2
n0 , n20,Undirected,24,,,2
n0 , n41,Undirected,25,,,2
n0 , n57,Undirected,26,,,2
n0 , n80,Undirected,27,,,2
n0 , n46,Undirected,28,,,2
n0 , n58,Undirected,29,,,2
n0 , n98,Undirected,30,,,2
n0 , n22,Undirected,31,,,2
n0 , n23,Undirected,32,,,2
n0 , n63,Undirected,33,,,2
n0 , n32,Undirected,34,,,2
n0 , n61,Undirected,35,,,2
n0 , n99,Undirected,36,,,2
n0 , n17,Undirected,37,,,2
n0 , n3,Undirected,38,,,2
n0 , n64,Undirected,39,,,2
n0 , n13,Undirected,40,,,2
n0 , n39,Undirected,41,,,2
n0 , n27,Undirected,42,,,2
n0 , n66,Undirected,43,,,2
n0 , n31,Undirected,44,,,2
n0 , n49,Undirected,45,,,2
n0 , n74,Undirected,46,,,2
n0 , n75,Undirected,47,,,2
n0 , n56,Undirected,48,,,2
n0 , n4,Undirected,49,,,2
n0 , n36,Undirected,50,,,2
n0 , n6,Undirected,51,,,2
n0 , n79,Undirected,52,,,2
n0 , n86,Undirected,53,,,2
n0 , n52,Undirected,54,,,2
n0 , n89,Undirected,55,,,2
n0 , n40,Undirected,56,,,2
n0 , n93,Undirected,57,,,2
n0 , n1,Undirected,58,,,2
n0 , n82,Undirected,59,,,2
n0 , n90,Undirected,60,,,2
n0 , n8,Undirected,61,,,2
n0 , n34,Undirected,62,,,2
n0 , n44,Undirected,63,,,2
n0 , n88,Undirected,64,,,2
n0 , n14,Undirected,65,,,2
n0 , n43,Undirected,66,,,2
n0 , n24,Undirected,67,,,2
n0 , n33,Undirected,68,,,2
n0 , n73,Undirected,69,,,2
n0 , n97,Undirected,70,,,2
n0 , n5,Undirected,71,,,2
n0 , n19,Undirected,72,,,2
n0 , n47,Undirected,73,,,2
n0 , n69,Undirected,74,,,2
n0 , n28,Undirected,75,,,2
n0 , n68,Undirected,76,,,2
n0 , n62,Undirected,77,,,2
n0 , n59,Undirected,78,,,2
n0 , n2,Undirected,79,,,2
n0 , n35,Undirected,80,,,2
n0 , n72,Undirected,81,,,2
n0 , n76,Undirected,82,,,2
n0 , n51,Undirected,83,,,2
n0 , n53,Undirected,84,,,2
n0 , n26,Undirected,85,,,2
n0 , n84,Undirected,86,,,2
n0 , n15,Undirected,87,,,2
n0 , n29,Undirected,88,,,2
n0 , n87,Undirected,89,,,2
n0 , n21,Undirected,90,,,2
n0 , n7,Undirected,91,,,2
n0 , n18,Undirected,92,,,2
n0 , n16,Undirected,93,,,2
n0 , n71,Undirected,94,,,2
n0 , n25,Undirected,95,,,2
n0 , n55,Undirected,96,,,2
n0 , n91,Undirected,97,,,2
n0 , n70,Undirected,98,,,2
n1 , n9,Undirected,99,,,2
n1 , n54,Undirected,100,,,2
n1 , n95,Undirected,101,,,2
n1 , n81,Undirected,102,,,2
n1 , n65,Undirected,103,,,2
n1 , n92,Undirected,104,,,2
n1 , n60,Undirected,105,,,2
n1 , n78,Undirected,106,,,2
n1 , n42,Undirected,107,,,2
n1 , n45,Undirected,108,,,2
n1 , n12,Undirected,109,,,2
n1 , n67,Undirected,110,,,2
n1 , n10,Undirected,111,,,2
n1 , n50,Undirected,112,,,2
n1 , n96,Undirected,113,,,2
n1 , n83,Undirected,114,,,2
n1 , n30,Undirected,115,,,2
n1 , n37,Undirected,116,,,2
n1 , n38,Undirected,117,,,2
n1 , n94,Undirected,118,,,2
n1 , n48,Undirected,119,,,2
n1 , n85,Undirected,120,,,2
n1 , n11,Undirected,121,,,2
n1 , n77,Undirected,122,,,2
n1 , n20,Undirected,123,,,2
n1 , n41,Undirected,124,,,2
n1 , n57,Undirected,125,,,2
n1 , n80,Undirected,126,,,2
n1 , n0,Undirected,127,,,2
n1 , n46,Undirected,128,,,2
n1 , n58,Undirected,129,,,2
n1 , n98,Undirected,130,,,2
n1 , n22,Undirected,131,,,2
n1 , n23,Undirected,132,,,2
n1 , n63,Undirected,133,,,2
n1 , n32,Undirected,134,,,2
n1 , n61,Undirected,135,,,2
n1 , n99,Undirected,136,,,2
n1 , n17,Undirected,137,,,2
n1 , n3,Undirected,138,,,2
n1 , n64,Undirected,139,,,2
n1 , n13,Undirected,140,,,2
n1 , n39,Undirected,141,,,2
n1 , n27,Undirected,142,,,2
n1 , n66,Undirected,143,,,2
n1 , n31,Undirected,144,,,2
n1 , n49,Undirected,145,,,2
n1 , n74,Undirected,146,,,2
n1 , n75,Undirected,147,,,2
n1 , n56,Undirected,148,,,2
n1 , n4,Undirected,149,,,2
n1 , n36,Undirected,150,,,2
n1 , n6,Undirected,151,,,2
n1 , n79,Undirected,152,,,2
n1 , n86,Undirected,153,,,2
n1 , n52,Undirected,154,,,2
n1 , n89,Undirected,155,,,2
n1 , n40,Undirected,156,,,2
n1 , n93,Undirected,157,,,2
n1 , n82,Undirected,158,,,2
n1 , n90,Undirected,159,,,2
n1 , n8,Undirected,160,,,2
n1 , n34,Undirected,161,,,2
n1 , n44,Undirected,162,,,2
n1 , n88,Undirected,163,,,2
n1 , n14,Undirected,164,,,2
n1 , n43,Undirected,165,,,2
n1 , n24,Undirected,166,,,2
n1 , n33,Undirected,167,,,2
n1 , n73,Undirected,168,,,2
n1 , n97,Undirected,169,,,2
n1 , n5,Undirected,170,,,2
n1 , n19,Undirected,171,,,2
n1 , n47,Undirected,172,,,2
n1 , n69,Undirected,173,,,2
n1 , n28,Undirected,174,,,2
n1 , n68,Undirected,175,,,2
n1 , n62,Undirected,176,,,2
n1 , n59,Undirected,177,,,2
n1 , n2,Undirected,178,,,2
n1 , n35,Undirected,179,,,2
n1 , n72,Undirected,180,,,2
n1 , n76,Undirected,181,,,2
n1 , n51,Undirected,182,,,2
n1 , n53,Undirected,183,,,2
n1 , n26,Undirected,184,,,2
n1 , n84,Undirected,185,,,2
n1 , n15,Undirected,186,,,2
n1 , n29,Undirected,187,,,2
n1 , n87,Undirected,188,,,2
n1 , n21,Undirected,189,,,2
n1 , n7,Undirected,190,,,2
n1 , n18,Undirected,191,,,2
n1 , n16,Undirected,192,,,2
n1 , n71,Undirected,193,,,2
n1 , n25,Undirected,194,,,2
n1 , n55,Undirected,195,,,2
n1 , n91,Undirected,196,,,2
n1 , n70,Undirected,197,,,2
n2 , n9,Undirected,198,,,2
