Source,Target,Type,Id,Label,timeset,Weight
n0 , n438,Undirected,0,,,2
n0 , n333,Undirected,1,,,2
n0 , n283,Undirected,2,,,2
n0 , n126,Undirected,3,,,2
n0 , n75,Undirected,4,,,2
n0 , n11,Undirected,5,,,2
n0 , n229,Undirected,6,,,2
n0 , n312,Undirected,7,,,2
n0 , n396,Undirected,8,,,2
n0 , n492,Undirected,9,,,2
n0 , n407,Undirected,10,,,2
n0 , n72,Undirected,11,,,2
n0 , n1,Undirected,12,,,2
n0 , n200,Undirected,13,,,2
n0 , n67,Undirected,14,,,2
n0 , n96,Undirected,15,,,2
n0 , n247,Undirected,16,,,2
n0 , n387,Undirected,17,,,2
n0 , n313,Undirected,18,,,2
n0 , n73,Undirected,19,,,2
n0 , n381,Undirected,20,,,2
n0 , n253,Undirected,21,,,2
n0 , n185,Undirected,22,,,2
n0 , n50,Undirected,23,,,2
n0 , n172,Undirected,24,,,2
n0 , n183,Undirected,25,,,2
n0 , n392,Undirected,26,,,2
n0 , n470,Undirected,27,,,2
n0 , n471,Undirected,28,,,2
n0 , n196,Undirected,29,,,2
n0 , n133,Undirected,30,,,2
n0 , n110,Undirected,31,,,2
n0 , n59,Undirected,32,,,2
n0 , n69,Undirected,33,,,2
n0 , n162,Undirected,34,,,2
n0 , n310,Undirected,35,,,2
n0 , n108,Undirected,36,,,2
n0 , n433,Undirected,37,,,2
n0 , n227,Undirected,38,,,2
n0 , n319,Undirected,39,,,2
n0 , n474,Undirected,40,,,2
n0 , n15,Undirected,41,,,2
n0 , n361,Undirected,42,,,2
n0 , n140,Undirected,43,,,2
n0 , n281,Undirected,44,,,2
n0 , n435,Undirected,45,,,2
n0 , n316,Undirected,46,,,2
n0 , n25,Undirected,47,,,2
n0 , n97,Undirected,48,,,2
n0 , n20,Undirected,49,,,2
n0 , n344,Undirected,50,,,2
n0 , n459,Undirected,51,,,2
n0 , n347,Undirected,52,,,2
n0 , n27,Undirected,53,,,2
n0 , n174,Undirected,54,,,2
n0 , n285,Undirected,55,,,2
n0 , n479,Undirected,56,,,2
n0 , n48,Undirected,57,,,2
n0 , n465,Undirected,58,,,2
n0 , n489,Undirected,59,,,2
n1 , n211,Undirected,60,,,2
n1 , n438,Undirected,61,,,2
n1 , n436,Undirected,62,,,2
n1 , n126,Undirected,63,,,2
n1 , n374,Undirected,64,,,2
n1 , n75,Undirected,65,,,2
n1 , n385,Undirected,66,,,2
n1 , n136,Undirected,67,,,2
n1 , n217,Undirected,68,,,2
n1 , n11,Undirected,69,,,2
n1 , n396,Undirected,70,,,2
n1 , n106,Undirected,71,,,2
n1 , n407,Undirected,72,,,2
n1 , n443,Undirected,73,,,2
n1 , n31,Undirected,74,,,2
n1 , n67,Undirected,75,,,2
n1 , n393,Undirected,76,,,2
n1 , n321,Undirected,77,,,2
n1 , n297,Undirected,78,,,2
n1 , n376,Undirected,79,,,2
n1 , n247,Undirected,80,,,2
n1 , n387,Undirected,81,,,2
n1 , n73,Undirected,82,,,2
n1 , n363,Undirected,83,,,2
n1 , n50,Undirected,84,,,2
n1 , n452,Undirected,85,,,2
n1 , n392,Undirected,86,,,2
n1 , n478,Undirected,87,,,2
n1 , n133,Undirected,88,,,2
n1 , n360,Undirected,89,,,2
n1 , n108,Undirected,90,,,2
n1 , n62,Undirected,91,,,2
n1 , n227,Undirected,92,,,2
n1 , n52,Undirected,93,,,2
n1 , n15,Undirected,94,,,2
n1 , n430,Undirected,95,,,2
n1 , n463,Undirected,96,,,2
n1 , n449,Undirected,97,,,2
n1 , n281,Undirected,98,,,2
n1 , n435,Undirected,99,,,2
n1 , n366,Undirected,100,,,2
n1 , n112,Undirected,101,,,2
n1 , n421,Undirected,102,,,2
n1 , n97,Undirected,103,,,2
n1 , n95,Undirected,104,,,2
n1 , n434,Undirected,105,,,2
n1 , n190,Undirected,106,,,2
n1 , n417,Undirected,107,,,2
n1 , n269,Undirected,108,,,2
n1 , n174,Undirected,109,,,2
n1 , n285,Undirected,110,,,2
n1 , n77,Undirected,111,,,2
n1 , n356,Undirected,112,,,2
n1 , n169,Undirected,113,,,2
n1 , n180,Undirected,114,,,2
n1 , n479,Undirected,115,,,2
n1 , n465,Undirected,116,,,2
n1 , n323,Undirected,117,,,2
n1 , n489,Undirected,118,,,2
n1 , n333,Undirected,119,,,2
n1 , n283,Undirected,120,,,2
n1 , n229,Undirected,121,,,2
n1 , n312,Undirected,122,,,2
n1 , n34,Undirected,123,,,2
n1 , n492,Undirected,124,,,2
n1 , n72,Undirected,125,,,2
n1 , n165,Undirected,126,,,2
n1 , n200,Undirected,127,,,2
n1 , n327,Undirected,128,,,2
n1 , n96,Undirected,129,,,2
n1 , n497,Undirected,130,,,2
n1 , n495,Undirected,131,,,2
n1 , n301,Undirected,132,,,2
n1 , n300,Undirected,133,,,2
n1 , n313,Undirected,134,,,2
n1 , n493,Undirected,135,,,2
n1 , n381,Undirected,136,,,2
n1 , n253,Undirected,137,,,2
n1 , n185,Undirected,138,,,2
n1 , n23,Undirected,139,,,2
n1 , n172,Undirected,140,,,2
n1 , n183,Undirected,141,,,2
n1 , n470,Undirected,142,,,2
n1 , n471,Undirected,143,,,2
n1 , n420,Undirected,144,,,2
n1 , n431,Undirected,145,,,2
n1 , n196,Undirected,146,,,2
n1 , n56,Undirected,147,,,2
n1 , n110,Undirected,148,,,2
n1 , n59,Undirected,149,,,2
n1 , n69,Undirected,150,,,2
n1 , n42,Undirected,151,,,2
n1 , n446,Undirected,152,,,2
n1 , n162,Undirected,153,,,2
n1 , n310,Undirected,154,,,2
n1 , n256,Undirected,155,,,2
n1 , n382,Undirected,156,,,2
n1 , n348,Undirected,157,,,2
n1 , n433,Undirected,158,,,2
n1 , n234,Undirected,159,,,2
n1 , n319,Undirected,160,,,2
n1 , n474,Undirected,161,,,2
n1 , n361,Undirected,162,,,2
n1 , n140,Undirected,163,,,2
n1 , n0,Undirected,164,,,2
n1 , n316,Undirected,165,,,2
n1 , n25,Undirected,166,,,2
n1 , n178,Undirected,167,,,2
n1 , n398,Undirected,168,,,2
n1 , n243,Undirected,169,,,2
n1 , n130,Undirected,170,,,2
n1 , n65,Undirected,171,,,2
