Source,Target,Type,Id,Label,timeset,Weight
n0,n4,Undirected,0,,,2
 n0,n12,Undirected,1,,,2
 n0,n13,Undirected,2,,,2
 n0,n18,Undirected,3,,,2
 n0,n22,Undirected,4,,,2
 n0,n25,Undirected,5,,,2
 n0,n29,Undirected,6,,,2
 n0,n35,Undirected,7,,,2
 n0,n39,Undirected,8,,,2
 n0,n40,Undirected,9,,,2
 n0,n41,Undirected,10,,,2
 n0,n44,Undirected,11,,,2
 n0,n49,Undirected,12,,,2
 n0,n54,Undirected,13,,,2
 n0,n56,Undirected,14,,,2
 n0,n59,Undirected,15,,,2
 n0,n64,Undirected,16,,,2
 n0,n68,Undirected,17,,,2
 n0,n78,Undirected,18,,,2
 n0,n81,Undirected,19,,,2
 n0,n89,Undirected,20,,,2
 n0,n90,Undirected,21,,,2
 n0,n93,Undirected,22,,,2
 n0,n94,Undirected,23,,,2
 n0,n95,Undirected,24,,,2
 n0,n98,Undirected,25,,,2
 n0,n99,Undirected,26,,,2
   n1,n9,Undirected,27,,,2
 n1,n14,Undirected,28,,,2
 n1,n18,Undirected,29,,,2
 n1,n26,Undirected,30,,,2
 n1,n27,Undirected,31,,,2
 n1,n29,Undirected,32,,,2
 n1,n30,Undirected,33,,,2
 n1,n33,Undirected,34,,,2
 n1,n34,Undirected,35,,,2
 n1,n36,Undirected,36,,,2
 n1,n37,Undirected,37,,,2
 n1,n49,Undirected,38,,,2
 n1,n63,Undirected,39,,,2
 n1,n64,Undirected,40,,,2
 n1,n65,Undirected,41,,,2
 n1,n78,Undirected,42,,,2
 n1,n82,Undirected,43,,,2
 n1,n84,Undirected,44,,,2
 n1,n85,Undirected,45,,,2
 n1,n94,Undirected,46,,,2
 n1,n95,Undirected,47,,,2
 n1,n97,Undirected,48,,,2
   n2,n3,Undirected,49,,,2
 n2,n6,Undirected,50,,,2
 n2,n14,Undirected,51,,,2
 n2,n15,Undirected,52,,,2
 n2,n16,Undirected,53,,,2
 n2,n17,Undirected,54,,,2
 n2,n18,Undirected,55,,,2
 n2,n25,Undirected,56,,,2
 n2,n31,Undirected,57,,,2
 n2,n35,Undirected,58,,,2
 n2,n41,Undirected,59,,,2
 n2,n42,Undirected,60,,,2
 n2,n43,Undirected,61,,,2
 n2,n45,Undirected,62,,,2
 n2,n47,Undirected,63,,,2
 n2,n48,Undirected,64,,,2
 n2,n51,Undirected,65,,,2
 n2,n61,Undirected,66,,,2
 n2,n68,Undirected,67,,,2
 n2,n69,Undirected,68,,,2
 n2,n73,Undirected,69,,,2
 n2,n77,Undirected,70,,,2
 n2,n91,Undirected,71,,,2
 n2,n93,Undirected,72,,,2
   n3,n0,Undirected,73,,,2
 n3,n2,Undirected,74,,,2
 n3,n6,Undirected,75,,,2
 n3,n11,Undirected,76,,,2
 n3,n16,Undirected,77,,,2
 n3,n37,Undirected,78,,,2
 n3,n39,Undirected,79,,,2
 n3,n47,Undirected,80,,,2
 n3,n51,Undirected,81,,,2
 n3,n55,Undirected,82,,,2
 n3,n57,Undirected,83,,,2
 n3,n67,Undirected,84,,,2
 n3,n68,Undirected,85,,,2
 n3,n78,Undirected,86,,,2
 n3,n83,Undirected,87,,,2
 n3,n89,Undirected,88,,,2
 n3,n90,Undirected,89,,,2
 n3,n98,Undirected,90,,,2
   n4,n2,Undirected,91,,,2
 n4,n5,Undirected,92,,,2
 n4,n21,Undirected,93,,,2
 n4,n28,Undirected,94,,,2
 n4,n30,Undirected,95,,,2
 n4,n35,Undirected,96,,,2
 n4,n46,Undirected,97,,,2
 n4,n48,Undirected,98,,,2
 n4,n51,Undirected,99,,,2
 n4,n54,Undirected,100,,,2
 n4,n58,Undirected,101,,,2
